Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
-1.729051583141067,0.477136850880421,-1.3625107865864239,-0.7233127141342659,-0.5419612284049206,-0.38058017531299476,0.3992664149174309,-0.8610361745885845,0.18458548518760232,0.2394079319282904,0.4564613845607161,1.2274720726971673,0.670633091726462
-1.7230479318107161,0.477136850880421,0.7339391437078872,0.2823533968427736,-0.5419612284049206,-0.38058017531299476,-0.028020286404635494,0.05284030985873743,-0.14335506755357127,0.2394079319282904,0.4564613845607161,-1.306522152513085,-1.4911283268554851
-1.7170442804803652,0.477136850880421,0.7339391437078872,-0.7233127141342659,-0.5419612284049206,2.627567237777389,-0.5622974176785938,-0.8610361745885845,-1.2476422279032993,0.2394079319282904,0.4564613845607161,1.2274720726971673,0.670633091726462
-1.7110406291500142,0.477136850880421,0.7339391437078872,-0.7233127141342659,1.8451504417449966,-0.38058017531299476,-0.7030387719055303,0.5679563654159149,-0.2858437334051491,0.2394079319282904,0.4564613845607161,1.2274720726971673,0.670633091726462
-1.7050369778196632,0.477136850880421,-1.3625107865864239,-0.7233127141342659,-0.5419612284049206,-0.38058017531299476,0.4502303105727485,-0.8610361745885845,0.08818901445524266,0.2394079319282904,0.4564613845607161,1.2274720726971673,0.670633091726462
-1.6990333264893123,0.477136850880421,0.7339391437078872,1.2880195078198131,-0.5419612284049206,2.627567237777389,0.25346242204923763,1.6818190831972,2.332385501617593,0.2394079319282904,0.4564613845607161,1.2274720726971673,0.670633091726462
-1.6930296751589615,0.477136850880421,0.7339391437078872,-0.7233127141342659,1.8451504417449966,-0.38058017531299476,-0.7874160825931422,0.057688460969863804,-0.7311208141913298,0.2394079319282904,0.4564613845607161,1.2274720726971673,0.670633091726462
-1.6870260238286106,0.477136850880421,0.7339391437078872,2.2936856187968524,-0.5419612284049206,-0.38058017531299476,-0.5501470849395776,0.6564351231939712,0.39097742938984553,0.2394079319282904,-2.3724882327396477,-0.039525039907958824,-1.4911283268554851
-1.6810223724982596,0.477136850880421,0.7339391437078872,1.2880195078198131,-0.5419612284049206,-0.38058017531299476,-0.22276311947164365,0.06374864985877178,0.5690882617043178,0.2394079319282904,0.4564613845607161,1.2274720726971673,0.670633091726462
-1.6750187211679086,0.477136850880421,0.7339391437078872,1.2880195078198131,-0.5419612284049206,-0.38058017531299476,-0.49479556912850425,-0.43682295236502655,-1.1763978949775105,0.2394079319282904,0.4564613845607161,1.2274720726971673,0.670633091726462
-1.6690150698375577,0.477136850880421,0.7339391437078872,1.2880195078198131,-0.5419612284049206,-0.38058017531299476,-0.7310520390538174,0.25403858097048204,-0.4817656489510686,0.2394079319282904,0.4564613845607161,1.2274720726971673,0.670633091726462
-1.663011418507207,0.477136850880421,0.7339391437078872,1.2880195078198131,-0.5419612284049206,-0.38058017531299476,-0.5376592429578111,4.051352938760216,1.139042925110629,0.2394079319282904,0.4564613845607161,1.2274720726971673,0.670633091726462
